sheet_name,voce_code,component_order,component_type,description,unit_measure,quantity,unit_price,total_price
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,2,lavorazione,1 - Applicazione malta passivante sui ferri,,,,
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,3,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,4,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,5,lavorazione,2 - Applicazione a cazzuola di malta tissotropica cementizia da ripristino,,,,
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,6,lavorazione,2 - Applicazione a cazzuola di malta tissotropica cementizia da ripristino,,,,
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,7,manodopera,Op. Qualificato (MO1003),h / mq,0.170000,27.080000,4.603600
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,8,manodopera,Op. Specializzato (MO1002),h / mq,0.170000,29.220000,4.967400
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,9,materiale,060031 - Betonfix KIMIFER**,Kg /mq,0.500000,6.100000,3.050000
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,10,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,11,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,12,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,13,manodopera,Op. Qualificato (MO1003),h / mq,0.170000,27.080000,4.603600
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,14,manodopera,Op. Specializzato (MO1002),h / mq,0.170000,29.220000,4.967400
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,15,materiale,060031 - Betonfix KIMIFER**,Kg /mq,0.500000,6.100000,3.050000
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,16,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,1,lavorazione,1 - Applicazione malta passivante sui ferri,,,,
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,2,lavorazione,1 - Applicazione malta passivante sui ferri,,,,
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,3,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,4,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,5,lavorazione,2 - Applicazione a cazzuola di malta tissotropica cementizia da ripristino,,,,
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,6,lavorazione,2 - Applicazione a cazzuola di malta tissotropica cementizia da ripristino,,,,
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,7,manodopera,Op. Qualificato (MO1003),h / mq,0.170000,27.080000,4.603600
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,8,manodopera,Op. Specializzato (MO1002),h / mq,0.170000,29.220000,4.967400
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,9,materiale,060031 - Betonfix KIMIFER**,Kg /mq,0.500000,6.100000,3.050000
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,10,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,11,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,12,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,13,manodopera,Op. Qualificato (MO1003),h / mq,0.170000,27.080000,4.603600
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,14,manodopera,Op. Specializzato (MO1002),h / mq,0.170000,29.220000,4.967400
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,15,materiale,060031 - Betonfix KIMIFER**,Kg /mq,0.500000,6.100000,3.050000
Recupero edilizia moderna,RecMod_vc_1.b - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,16,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,1,lavorazione,1 - Applicazione malta passivante sui ferri,,,,
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,2,lavorazione,1 - Applicazione malta passivante sui ferri,,,,
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,3,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,4,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,5,lavorazione,2 - Applicazione a cazzuola di malta tissotropica cementizia da ripristino,,,,
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,6,lavorazione,2 - Applicazione a cazzuola di malta tissotropica cementizia da ripristino,,,,
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,7,manodopera,Op. Qualificato (MO1003),h / mq,0.170000,27.080000,4.603600
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,8,manodopera,Op. Specializzato (MO1002),h / mq,0.170000,29.220000,4.967400
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,9,materiale,060031 - Betonfix KIMIFER**,Kg /mq,0.500000,6.100000,3.050000
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,10,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,11,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,12,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,13,manodopera,Op. Qualificato (MO1003),h / mq,0.170000,27.080000,4.603600
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,14,manodopera,Op. Specializzato (MO1002),h / mq,0.170000,29.220000,4.967400
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,15,materiale,060031 - Betonfix KIMIFER**,Kg /mq,0.500000,6.100000,3.050000
Recupero edilizia moderna,RecMod_vc_1.c - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,16,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,1,lavorazione,1 - Applicazione primo strato di impermeabilizzante,,,,
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,2,lavorazione,1 - Applicazione primo strato di impermeabilizzante,,,,
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,3,manodopera,Op. Qualificato (MO1003),h / mq,0.160000,27.080000,4.332800
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,4,manodopera,Op. Specializzato (MO1002),h / mq,0.160000,29.220000,4.675200
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,5,lavorazione,2 - Applicazione secondo strato di impermeabilizzante,,,,
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,6,lavorazione,2 - Applicazione secondo strato di impermeabilizzante,,,,
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,7,manodopera,Op. Qualificato (MO1003),h / mq,0.120000,27.080000,3.249600
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,8,manodopera,Op. Specializzato (MO1002),h / mq,0.120000,29.220000,3.506400
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,9,materiale,050356/B - Kimicover DUO parte B,Kg /mq,1.250000,13.420000,16.775000
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,10,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,11,manodopera,Op. Qualificato (MO1003),h / mq,0.160000,27.080000,4.332800
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,12,manodopera,Op. Specializzato (MO1002),h / mq,0.160000,29.220000,4.675200
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,13,manodopera,Op. Qualificato (MO1003),h / mq,0.120000,27.080000,3.249600
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,14,manodopera,Op. Specializzato (MO1002),h / mq,0.120000,29.220000,3.506400
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,15,materiale,050356/B - Kimicover DUO parte B,Kg /mq,1.250000,13.420000,16.775000
Recupero edilizia moderna,RecMod_vc_1.d - Applicazione malta impermeabilizzante,16,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,1,lavorazione,1 - Applicazione verniciatura anticarbonatazione,,,,
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,2,lavorazione,1 - Applicazione verniciatura anticarbonatazione,,,,
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,3,manodopera,Op. Qualificato (MO1003),h / mq,0.040000,27.080000,1.083200
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,4,manodopera,Op. Specializzato (MO1002),h / mq,0.040000,29.220000,1.168800
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,5,materiale,BLI252 - Kimicover BLINDO colore RAL fascia 2,Kg /mq,0.500000,13.600000,6.800000
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,6,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,7,manodopera,Op. Qualificato (MO1003),h / mq,0.040000,27.080000,1.083200
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,8,manodopera,Op. Specializzato (MO1002),h / mq,0.040000,29.220000,1.168800
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,9,materiale,BLI252 - Kimicover BLINDO colore RAL fascia 2,Kg /mq,0.500000,13.600000,6.800000
Recupero edilizia moderna,RecMod_vc_1.e - Applicazione veerniciatura anticarbonatazione,10,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,1,lavorazione,1 - Preparazione del substrato,,,,
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,2,manodopera,Op. Qualificato,h / ml,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,3,manodopera,Op. Specializzato,h / ml,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,4,lavorazione,2 - Foratura e inserimento iniettori,,,,
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,5,manodopera,Op. Qualificato,h / ml,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,6,manodopera,Op. Specializzato,h / ml,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,7,lavorazione,3 - Stuccatura della lesione e iniezione,,,,
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,8,manodopera,Op. Qualificato,h / ml,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,9,manodopera,Op. Specializzato,h / ml,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,10,lavorazione,4 – Asportazione degli iniettori e sigillatura dei fori,,,,
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,11,manodopera,Op. Qualificato,h / ml,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,12,manodopera,Op. Specializzato,h / ml,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_6 - Ripristino di lesioni passanti e non in strutture in cemento armato con iniezioni di resine epossidiche,13,materiale,020044 - Kimitech EP-TX (stima),Kg o m / ml,1.500000,18.950000,28.425000
